customer_id,customer_name,customer_segment,region,city,join_date,customer_status,loyalty_tier,customer_rating,churn_risk,preferred_payment_method,total_orders,total_spend,average_order_value
C0205,Girik Behl,Online,North,Jaipur,2022-09-20,Active,Silver,4.7,Low,Wallet,5.0,585809.92,117161.98400000001
C0206,Lavanya Nori,Retail,North,Jaipur,2024-03-04,Inactive,Gold,3.2,High,UPI,5.0,779720.85,155944.16999999998
C0207,Victor Sandal,Online,East,Patna,2024-04-14,Active,Gold,3.5,High,Wallet,6.0,404736.24,67456.04
C0208,Priya Mall,Online,North,Delhi,2025-04-11,Active,Platinum,4.0,Low,Credit Card,3.0,165756.15000000002,55252.05000000001
C0209,Yashvi Dhingra,Wholesale,South,Hyderabad,2025-12-12,Inactive,Platinum,3.1,Medium,UPI,5.0,351999.82999999996,70399.96599999999
C0210,Balvan Ghose,Wholesale,South,Bengaluru,2022-09-11,Active,Gold,3.5,Medium,UPI,4.0,315762.67000000004,78940.66750000001
C0211,Zashil Chawla,Wholesale,East,Patna,2026-06-25,Inactive,Platinum,4.2,High,Debit Card,2.0,81095.47,40547.735
C0212,Kashvi Dugal,Online,South,Hyderabad,2025-06-17,Active,Silver,4.9,High,Wallet,1.0,89036.55,89036.55
C0213,Karan Murty,Online,East,Bhubaneswar,2025-08-11,Inactive,Platinum,3.4,Low,Net Banking,3.0,50849.62,16949.873333333333
C0214,Theodore Tailor,Wholesale,North,Delhi,2024-04-27,Active,Silver,3.7,Medium,Credit Card,2.0,209118.76,104559.38
C0215,Eiravati Pillai,Wholesale,West,Pune,2026-04-26,Active,Platinum,4.8,High,COD,3.0,254530.69999999998,84843.56666666667
C0216,Saanvi Kohli,Online,East,Bhubaneswar,2026-01-04,Active,Gold,3.6,Medium,Credit Card,3.0,396940.94999999995,132313.65
C0217,Hema Dugal,Retail,West,Ahmedabad,2026-05-25,Active,Gold,4.2,High,Wallet,1.0,23638.72,23638.72
C0218,Kalpit Sahni,Retail,West,Pune,2022-10-11,Inactive,Silver,4.1,Low,Credit Card,0.0,0.0,0.0
C0219,Jeremiah Khare,Wholesale,West,Pune,2025-08-30,Active,Silver,3.4,Medium,Net Banking,4.0,394452.5,98613.125
C0220,Anirudh Sahni,Wholesale,North,Jaipur,2023-12-31,Inactive,Silver,4.1,Medium,Wallet,2.0,170259.16,85129.58
C0221,Aarav Badami,Retail,South,Hyderabad,2024-02-26,Active,Silver,3.5,High,UPI,2.0,128880.56,64440.28
C0222,Frederick Majumdar,Online,South,Chennai,2026-02-16,Active,Gold,3.6,Medium,Credit Card,7.0,358346.63,51192.375714285714
C0223,Samaksh Virk,Wholesale,West,Pune,2026-04-06,Inactive,Gold,3.3,High,Debit Card,3.0,232990.31,77663.43666666666
C0224,Zehaan Patel,Online,North,Chandigarh,2023-06-11,Active,Platinum,3.4,Low,UPI,3.0,292369.7,97456.56666666667
C0225,Raksha Pradhan,Online,South,Bengaluru,2022-11-06,Inactive,Platinum,3.5,Medium,Credit Card,4.0,267587.55,66896.8875
C0226,Benjamin Bahri,Retail,East,Bhubaneswar,2026-04-12,Inactive,Silver,4.1,Low,Debit Card,5.0,344450.22,68890.044
C0227,Mohini Ravel,Online,South,Hyderabad,2025-01-03,Inactive,Platinum,3.8,Low,Net Banking,0.0,0.0,0.0
C0228,Isaac Dixit,Retail,East,Patna,2024-03-14,Inactive,Gold,3.8,Low,Debit Card,0.0,0.0,0.0
C0229,Tarak Gole,Wholesale,South,Bengaluru,2024-06-30,Active,Silver,4.0,Low,Net Banking,3.0,361474.91000000003,120491.63666666667
C0230,David Lata,Wholesale,North,Jaipur,2023-11-23,Active,Platinum,3.6,High,UPI,5.0,289896.92,57979.384
C0231,Chatura Naik,Retail,West,Pune,2024-10-29,Active,Platinum,4.1,Medium,Debit Card,3.0,324397.77,108132.59000000001
C0232,Harita Lall,Online,East,Bhubaneswar,2022-12-09,Inactive,Platinum,4.6,High,COD,3.0,228028.52000000002,76009.50666666667
C0233,Bachittar Loke,Retail,South,Bengaluru,2022-08-27,Active,Silver,3.4,Low,Credit Card,5.0,566142.91,113228.58200000001
C0234,Warda Divan,Retail,East,Kolkata,2025-11-11,Active,Silver,4.6,Medium,UPI,2.0,235828.87,117914.435
C0235,Dev Dhar,Retail,East,Bhubaneswar,2026-05-10,Active,Platinum,3.1,Low,Credit Card,6.0,589378.03,98229.67166666668
C0236,Yachana Pant,Online,South,Bengaluru,2024-09-01,Active,Platinum,4.5,Medium,Debit Card,5.0,360590.66000000003,72118.13200000001
C0237,Harrison Dugal,Online,South,Hyderabad,2024-10-18,Active,Platinum,3.5,Medium,Credit Card,3.0,62072.26,20690.753333333334
C0238,Henry Subramaniam,Retail,West,Ahmedabad,2026-05-10,Active,Silver,4.1,Low,UPI,1.0,164754.75,164754.75
C0239,Niharika Shah,Online,West,Ahmedabad,2024-09-19,Inactive,Platinum,3.7,Medium,Credit Card,4.0,266781.01,66695.2525
C0240,Aarush Bava,Online,North,Delhi,2023-08-04,Inactive,Gold,4.7,Medium,Credit Card,2.0,229867.9,114933.95
C0241,Praneel Sarna,Online,East,Patna,2023-06-16,Active,Gold,3.2,Low,COD,4.0,287161.20999999996,71790.30249999999
C0242,Abha Dayal,Wholesale,West,Ahmedabad,2023-12-31,Inactive,Gold,4.3,Low,Wallet,3.0,115521.38,38507.12666666667
C0243,Nihal Deep,Wholesale,North,Jaipur,2023-10-12,Inactive,Gold,4.1,High,Wallet,3.0,205473.55,68491.18333333333
C0244,Warda Rai,Wholesale,West,Mumbai,2024-09-21,Active,Platinum,4.7,Medium,Net Banking,2.0,78411.0,39205.5
C0245,Ekaja Gopal,Online,West,Ahmedabad,2025-11-19,Active,Platinum,3.6,Medium,UPI,1.0,79770.24,79770.24
C0246,Ekavir Bal,Wholesale,South,Chennai,2022-08-20,Inactive,Silver,4.2,Low,COD,2.0,90052.83,45026.415
C0247,Anirudh Parekh,Retail,West,Ahmedabad,2022-10-08,Inactive,Platinum,4.2,High,Net Banking,2.0,151853.73,75926.865
C0248,Wahab Mangat,Online,East,Patna,2023-12-29,Active,Gold,4.3,Low,Debit Card,3.0,434004.42000000004,144668.14
C0249,Harsh Sani,Online,East,Bhubaneswar,2025-10-05,Inactive,Silver,3.9,Medium,COD,4.0,300520.64,75130.16
C0250,Amruta Batta,Online,South,Bengaluru,2023-05-18,Inactive,Silver,4.7,High,Wallet,4.0,250054.91999999998,62513.729999999996
C0251,Karan Sami,Wholesale,South,Bengaluru,2023-04-06,Active,Gold,5.0,Medium,Net Banking,5.0,292999.07,58599.814
C0252,Wishi Barman,Retail,South,Hyderabad,2024-08-30,Active,Gold,4.1,High,UPI,5.0,309440.36,61888.072
C0253,Arjun Varughese,Retail,West,Pune,2023-09-24,Active,Silver,4.8,Low,Credit Card,5.0,304622.39,60924.478
C0254,Lakshmi Bajwa,Online,North,Delhi,2024-08-19,Inactive,Gold,3.9,Low,Credit Card,3.0,217318.45,72439.48333333334
C0255,Jagat Chaudry,Wholesale,West,Pune,2024-12-26,Inactive,Platinum,4.6,Low,UPI,6.0,511568.73,85261.455
C0256,Kamya Chhabra,Online,West,Ahmedabad,2024-08-18,Active,Gold,3.2,Low,Debit Card,2.0,161325.22,80662.61
C0257,Nirja Bahl,Retail,West,Pune,2025-03-20,Active,Gold,3.3,Low,Debit Card,3.0,331262.16000000003,110420.72000000002
C0258,Devansh Sengupta,Retail,North,Jaipur,2025-05-27,Inactive,Silver,3.1,Medium,COD,4.0,333288.23,83322.0575
C0259,Vanya Khalsa,Retail,East,Kolkata,2023-04-20,Active,Gold,4.6,Low,COD,3.0,374403.42000000004,124801.14000000001
C0260,Michael Pillay,Wholesale,North,Jaipur,2023-03-29,Active,Platinum,3.1,Low,COD,5.0,352170.52,70434.104
C0261,Ekani Talwar,Retail,East,Bhubaneswar,2025-06-04,Active,Gold,3.0,Medium,Net Banking,5.0,306013.93,61202.786
C0262,Rajeshri Sant,Retail,East,Bhubaneswar,2024-12-06,Inactive,Silver,3.5,Low,Credit Card,5.0,409372.62,81874.524
C0263,Anjali Bahri,Retail,South,Hyderabad,2023-05-23,Inactive,Gold,3.1,High,Net Banking,4.0,241484.91999999998,60371.229999999996
C0264,Chandresh Nazareth,Online,North,Delhi,2025-02-23,Active,Platinum,3.5,Medium,Debit Card,5.0,328011.77,65602.354
C0265,Zilmil Yadav,Online,West,Ahmedabad,2024-09-03,Active,Gold,4.5,Medium,Net Banking,5.0,346516.51,69303.302
C0266,Unni Seth,Wholesale,South,Chennai,2024-10-08,Active,Platinum,4.7,Low,Debit Card,1.0,20423.1,20423.1
C0267,Dominic Wali,Retail,South,Chennai,2024-08-25,Active,Gold,4.8,High,Net Banking,3.0,294624.4,98208.13333333335
C0268,Gautami Kade,Wholesale,West,Mumbai,2022-10-11,Inactive,Silver,3.8,High,Credit Card,2.0,287887.68000000005,143943.84000000003
C0269,Aachal Karnik,Online,West,Pune,2023-04-27,Active,Platinum,3.6,Medium,Credit Card,5.0,211902.08000000002,42380.416000000005
C0270,Jacob D’Alia,Online,North,Jaipur,2022-12-30,Active,Gold,4.8,Medium,UPI,6.0,448157.64999999997,74692.94166666667
C0271,Arya Anne,Retail,South,Bengaluru,2022-12-17,Active,Gold,3.7,Low,Wallet,2.0,39977.91,19988.955
C0272,Zayan Om,Wholesale,North,Chandigarh,2023-10-16,Active,Gold,3.2,Medium,UPI,6.0,500846.6,83474.43333333333
C0273,Dalaja Sharaf,Wholesale,North,Chandigarh,2022-11-16,Active,Silver,3.6,Low,Net Banking,3.0,252595.94,84198.64666666667
C0274,Pahal Lad,Retail,West,Ahmedabad,2025-10-21,Inactive,Silver,3.9,Medium,Net Banking,2.0,82481.09,41240.545
C0275,Bina Chaudhari,Online,North,Jaipur,2026-06-16,Active,Gold,3.7,High,Wallet,2.0,198812.25,99406.125
C0276,Shivani Sangha,Online,East,Bhubaneswar,2024-01-10,Active,Silver,3.9,Low,Net Banking,4.0,104941.84,26235.46
C0277,Christopher Mammen,Online,North,Chandigarh,2025-03-01,Active,Gold,5.0,Medium,Credit Card,2.0,148615.52,74307.76
C0278,Guneet Nath,Online,West,Ahmedabad,2025-08-20,Inactive,Platinum,3.6,Low,Debit Card,6.0,376304.60000000003,62717.43333333334
C0279,Hiral Shanker,Wholesale,South,Bengaluru,2024-08-02,Inactive,Gold,3.8,Medium,Credit Card,3.0,242873.18000000002,80957.72666666667
C0280,David Bajaj,Wholesale,South,Bengaluru,2025-06-27,Active,Platinum,3.7,Medium,Wallet,2.0,52054.09,26027.045
C0281,Azad Raju,Retail,East,Bhubaneswar,2024-09-25,Active,Silver,5.0,Medium,Debit Card,4.0,400520.51,100130.1275
C0282,Bhavini Varughese,Online,North,Jaipur,2025-10-03,Active,Gold,5.0,Medium,COD,1.0,18670.38,18670.38
C0283,Amol Gade,Retail,South,Bengaluru,2024-04-25,Active,Gold,3.3,Medium,Debit Card,4.0,265397.2,66349.3
C0284,Ubika Barad,Retail,South,Chennai,2024-06-29,Inactive,Gold,3.1,Low,Credit Card,3.0,261067.12,87022.37333333334
C0285,Inaya Narayan,Wholesale,North,Delhi,2025-07-02,Active,Silver,3.1,High,UPI,3.0,280679.11,93559.70333333332
C0286,Siya Narayanan,Online,North,Delhi,2024-03-12,Active,Gold,4.4,High,COD,1.0,7718.78,7718.78
C0287,Tanay Prashad,Online,North,Jaipur,2024-05-23,Active,Gold,4.4,High,Net Banking,1.0,51639.9,51639.9
C0288,Ekalinga Mane,Retail,West,Mumbai,2023-12-12,Active,Platinum,5.0,High,Debit Card,5.0,323899.26,64779.852
C0289,Dakshesh Prashad,Online,East,Bhubaneswar,2025-11-13,Active,Silver,3.8,Low,COD,4.0,250220.40999999997,62555.10249999999
C0290,Neha Solanki,Online,West,Ahmedabad,2023-02-16,Active,Platinum,3.6,Low,COD,3.0,159048.75,53016.25
C0291,Madhavi Batra,Wholesale,North,Jaipur,2022-12-15,Active,Platinum,3.4,Medium,Credit Card,1.0,5741.52,5741.52
C0292,Falguni Palla,Retail,West,Ahmedabad,2023-07-10,Inactive,Gold,4.3,Medium,Debit Card,7.0,508300.89999999997,72614.41428571429
C0293,Ishanvi Tata,Retail,West,Pune,2022-09-16,Active,Gold,4.3,High,Wallet,4.0,164103.32,41025.83
C0294,Tanay Chandran,Wholesale,West,Pune,2024-04-22,Active,Platinum,3.4,Medium,Debit Card,1.0,26022.88,26022.88
C0295,Jagvi Warrior,Retail,North,Chandigarh,2026-03-01,Active,Platinum,3.0,Low,Debit Card,2.0,59500.55,29750.275
C0296,Harita Anand,Online,North,Jaipur,2026-02-16,Active,Gold,4.9,Low,UPI,3.0,545154.05,181718.0166666667
C0297,Oni Dube,Retail,East,Patna,2024-05-06,Inactive,Gold,3.1,High,Credit Card,4.0,366489.66000000003,91622.41500000001
C0298,Guneet Varty,Online,South,Chennai,2022-08-24,Active,Platinum,4.4,High,UPI,5.0,400843.69,80168.738
C0299,Pahal Sachdev,Online,North,Chandigarh,2025-06-03,Active,Gold,4.6,Low,Net Banking,5.0,231035.08000000002,46207.016
C0300,Wridesh Yogi,Wholesale,South,Bengaluru,2024-03-21,Active,Silver,3.5,High,Debit Card,5.0,308118.25999999995,61623.65199999999
